,"Momentum(AAPL,20d)","MeanReversion(AAPL,20d,z>1.0)","SMACross(AAPL,20/50)","RSI(AAPL,14d,buy<30)","BollingerBreakout(AAPL,20d,k=2.0)",BuyHold(AAPL),EqualWeight(SMA20>50),"InverseVol(SMA20>50,vol60d)",EW_Universe(passive),BM1_SMACross(20/50),"BM2_TopK_Mom(30d,K=10)","NEW1_TopKLongMomInvVol(L90,K8)","NEW2_RegimeMom(L60,K10,50/200)"
2024-06-05,1190283.4274191675,1243029.9763620377,938579.5421631783,1026639.6473480162,1006201.6340978986,1111130.0204220559,1213207.3040056708,1165313.5704196687,1384276.5633099014,1213207.3040056708,1298094.4887610674,2023658.7334806686,2022250.2898898695
2024-06-06,1181836.529149332,1243029.9763620377,931918.8714958641,1026639.6473480162,999061.0803050968,1103244.837758112,1208867.7326812674,1162741.7399365737,1382736.9037084377,1208867.7326812674,1291717.4333850592,1991051.0261874706,2002246.028923277
2024-06-07,1196481.8707538669,1243029.9763620377,943467.2285521425,1026639.6473480162,1011441.4649386596,1116916.2695711367,1205629.0969950762,1160816.1954990306,1379697.3773184875,1205629.0969950762,1276382.1664034422,1968710.3847532617,1985977.9374356095
2024-06-10,1173571.9380364,1243029.9763620377,925401.9563105784,1026639.6473480162,992074.6391840823,1095529.8388926708,1216179.799591617,1167099.0869185082,1388425.6254052501,1216179.799591617,1290824.0005081934,2018549.8889989099,2007734.741741852
2024-06-11,1258830.9184146656,1243029.9763620377,992631.6034058426,1026639.6473480162,1064147.9986898438,1175119.1286589517,1219681.0757218935,1169472.944698918,1391207.353331542,1219681.0757218935,1298071.6522202557,2026621.426956564,2011240.674653356
2024-06-12,1294806.197376842,1243029.9763620377,1020999.3518594394,1026639.6473480162,1094559.565922496,1208702.064896755,1235137.136715723,1179591.2411094527,1403309.5511830389,1235137.136715723,1329040.0766747182,2080617.0734779988,2041802.8498629169
2024-06-13,1301916.176496056,1243029.9763620377,1026605.8156585456,1026639.6473480162,1100569.9601221923,1215339.2330383481,1233714.557902816,1177839.4616491476,1396056.310433539,1233714.557902816,1326982.4683288105,2093702.6661369076,2051861.2832092105
2024-06-14,1291281.5923433856,1243029.9763620377,1018220.0792068911,1026639.6473480162,1091580.0542679455,1205411.8447923758,1234080.9355711222,1178084.937197588,1398127.3654163452,1234080.9355711222,1334546.4046425028,2091785.527927545,2051266.6624480246
2024-06-17,1316683.0562051923,1243029.9763620377,1038250.0097028429,1026639.6473480162,1113053.0865369465,1229124.120717041,1249235.433298894,1191217.9391057917,1413402.3662688204,1249235.433298894,1362632.2814957942,2121377.4806614392,2090119.454206205
2024-06-18,1302220.0217575608,1243029.9763620377,1026845.4081285928,1026639.6473480162,1100826.8145751706,1215622.8727025187,1255121.5003358282,1194095.199680699,1414652.08549946,1255121.5003358282,1385827.9603636535,2192333.6398811145,2117312.952673939
2024-06-20,1274205.488646812,1243029.9763620377,1004754.9823902345,1026639.6473480162,1077144.834010555,1189471.295665986,1241667.3557773829,1185199.4643215346,1409621.7149592112,1241667.3557773829,1330946.1937322018,2109266.5013728556,2039279.0033635187
2024-06-21,1260897.066192899,1243029.9763620377,994260.8322021641,1026639.6473480162,1065894.6089700975,1177047.878375312,1243059.3503990585,1187974.079023817,1414606.7314411728,1243059.3503990585,1313405.2532306225,2085834.2286167925,2019980.455051627
2024-06-24,1264847.054592462,1243029.9763620377,997375.5343127785,1026639.6473480162,1069233.7168588177,1180735.1940095304,1238161.3724457445,1188802.2791677248,1413041.7106537782,1238161.3724457445,1266421.4655285312,2030666.4596724918,1964737.826331537
2024-06-25,1270498.5764564525,1243029.9763620377,1001831.9542556577,1026639.6473480162,1074011.2096842173,1186010.8917631041,1254777.858220261,1198504.1133448237,1424239.5142351317,1254777.858220261,1298192.81708331,2111754.23815097,2018424.0345237353
2024-06-26,1295900.0403182595,1243029.9763620377,1021861.8847516096,1026639.6473480162,1095484.2419532184,1209723.1676877695,1250933.9441347148,1194182.4142347756,1419514.9117683247,1250933.9441347148,1296832.7402128908,2084601.0185939975,2023104.8918453427
2024-06-27,1301065.4097638421,1243029.9763620377,1025934.9567424132,1026639.6473480162,1099850.7676538525,1214545.0419786703,1254416.9612885253,1196644.939411097,1425420.0531838452,1254416.9612885253,1301042.4635565982,2068247.200431214,2022427.443927526
2024-06-28,1279917.7795631036,1243029.9763620377,1009259.3208271232,1026639.6473480162,1081973.6977265503,1194803.721352394,1250335.6056504538,1192690.8808351138,1421839.0770961407,1250335.6056504538,1285133.435167659,2035661.792690918,2003510.7986716996
2024-07-01,1317169.2086236002,1243029.9763620377,1038633.3576549186,1026639.6473480162,1113464.053661712,1229577.9441797142,1251563.6162121654,1192006.2392055076,1418757.3133897,1251563.6162121654,1288961.2664995864,2052641.614374333,2008023.906338698
2024-07-02,1338559.915033543,1243029.9763620377,1055500.6675462464,1026639.6473480162,1131546.607151397,1249546.176537327,1261500.3644876198,1201368.3703805641,1429945.3930367415,1261500.3644876198,1305462.9732420824,2056635.9970731006,2015648.2073982172
2024-07-03,1346338.3537280676,1243029.9763620377,1061634.2347794566,1026639.6473480162,1138122.081147646,1256807.3519400952,1266133.690991714,1202749.1076540502,1433874.2778277611,1266133.690991714,1327574.049381821,2091571.6602080548,2053314.0087344244
2024-07-05,1375446.7297802337,1243029.9763620377,1084587.1934099852,1026639.6473480162,1162728.7377429844,1283980.0317676424,1279329.8080775759,1212820.1194913452,1446223.2142432395,1279329.8080775759,1366901.7019469775,2078729.7102656742,2101583.8515515635
2024-07-08,1384440.5495207778,1243029.9763620377,1091679.1305233843,1026639.6473480162,1170331.6295511476,1292375.765827093,1282461.6051993233,1214118.3178077217,1446625.4801822854,1282461.6051993233,1380601.9244439043,2083455.421249602,2122938.586263067
2024-07-09,1389666.6880186617,1243029.9763620377,1095800.1210081973,1026639.6473480162,1174749.5261423774,1297254.368050828,1278970.2743470313,1210325.0975238543,1442273.0565436806,1278970.2743470313,1381077.0012242044,2090750.34594546,2130958.834221321
2024-07-10,1415797.3805080801,1243029.9763620377,1116405.0734322625,1026639.6473480162,1196839.0090985266,1321647.379169503,1293360.0421382128,1223109.9275046836,1454375.8758299924,1293360.0421382128,1405813.2980494627,2127810.383367184,2168426.3472298966
2024-07-11,1382921.3232132534,1243029.9763620377,1090481.1681731478,1026639.6473480162,1169047.357286255,1290957.5675062402,1275038.3108702675,1210048.6133684104,1446288.4244455837,1275038.3108702675,1365080.073956193,2066617.1145297734,2104115.40661979
2024-07-12,1400969.7317466426,1243029.9763620377,1104712.9608939558,1026639.6473480162,1184304.5117931769,1307805.7635579759,1286484.0038264561,1219600.3819891845,1459781.3012792673,1286484.0038264561,1385186.7150453161,2082515.5933968923,2135452.5804337803
2024-07-15,1424426.5859348185,1243029.9763620377,1123209.4995816052,1026639.6473480162,1204133.6755631156,1329702.7456319493,1293068.1272818882,1225208.448240689,1466891.8737642271,1293068.1272818882,1393569.5571411748,2092806.9989127074,2149499.8366886172
2024-07-16,1426978.8861314591,1243029.9763620377,1125222.0763300022,1026639.6473480162,1206291.2529681348,1332085.3188109824,1299764.6019841325,1232953.9546143701,1479938.8870007012,1299764.6019841325,1392397.712410151,2074581.5987958543,2156419.629843966
2024-07-17,1390882.069064681,1243029.9763620377,1096758.4908883865,1026639.6473480162,1175776.9439542913,1298388.9267075108,1258616.6059282306,1203535.6268125589,1446858.6182068351,1258616.6059282306,1334052.9059030013,2006556.1329327035,2042365.2799361898
2024-07-18,1362320.6144832235,1243029.9763620377,1074236.798703943,1026639.6473480162,1151632.6253743141,1271726.798275471,1248737.6971847941,1194462.536295129,1435247.467035509,1248737.6971847941,1324530.0688345127,1989347.5479019305,2046786.0271837213
2024-07-19,1363110.6121631362,1243029.9763620377,1074859.739126066,1026639.6473480162,1152300.4469520582,1272464.2614023145,1237395.5466608854,1185619.4271646,1428532.5347530309,1237395.5466608854,1305916.3605941043,1980619.1309109316,2023807.8719440573
2024-07-22,1360983.6953326021,1243029.9763620377,1073182.5918357351,1026639.6473480162,1150502.4657812088,1270478.78375312,1253825.8433021472,1199460.4427999354,1444144.771333094,1253825.8433021472,1310408.8306931057,2019312.9519571213,2061171.8048055763
2024-07-23,1367364.4458242042,1243029.9763620377,1078214.0337067277,1026639.6473480162,1155896.4092937568,1276435.2167007034,1247616.066211908,1192443.6666337268,1434256.1759784145,1247616.066211908,1314933.436814115,2017009.9015921827,2059092.2805794757
2024-07-24,1328046.8689854743,1243029.9763620377,1047210.7680826108,1026639.6473480162,1122659.4430783417,1239732.2441570228,1212063.8992775816,1165325.5939669115,1400450.242541138,1212063.8992775816,1256543.927972317,1908004.9898430668,1943117.4721826825
2024-07-25,1321666.1184938722,1243029.9763620377,1042179.3262116183,1026639.6473480162,1117265.4995657937,1233775.8112094395,1205267.7702332532,1159527.4387567418,1391400.9139299432,1205267.7702332532,1266211.843265365,1879240.4565200685,1914685.709559978
2024-07-26,1324522.263952018,1245716.1876310164,1044431.4954300625,1026639.6473480162,1119679.9314237912,1236442.0240526434,1220130.9510476117,1173759.1362581972,1404974.1576356823,1220130.9510476117,1289125.050363145,1882428.8054334032,1967463.2310463358
2024-07-29,1326223.7974164453,1247316.4837061525,1045773.2132623272,1026639.6473480162,1121118.3163604708,1238030.4061719992,1221670.5327639023,1176485.0661290828,1406804.6189588,1221670.5327639023,1301772.3809008445,1894515.7235763706,1957131.4702507919
2024-07-30,1329626.8643452998,1250517.0758564249,1048456.6489268567,1026639.6473480162,1123995.0862338298,1241207.1704107104,1211619.6285142358,1171687.0045221122,1395143.5619034101,1211619.6285142358,1298883.7972594227,1860399.901129208,1902326.7668670607
2024-07-31,1349559.113500019,1269263.4013080203,1064173.9149619576,1042029.8577835805,1140844.7383492182,1259813.9323803042,1231691.4527414858,1183141.4000695245,1423136.1249076982,1231691.4527414858,1302764.772236154,1819895.0274428816,1937055.8632053246
2024-08-01,1326953.026044057,1269263.4013080203,1046348.2351904408,1024575.1069237331,1121734.7670476192,1238711.141366009,1209674.0930589556,1168232.5233777487,1392546.6878325494,1209674.0930589556,1302363.7730796053,1794183.8069726801,1869475.7991077
2024-08-02,1326953.026044057,1277982.4666220066,1053536.0092918589,1031613.312915607,1129440.4006369736,1247220.331291128,1178385.176617412,1144576.077133297,1357664.341362501,1178385.176617412,1274857.2985054324,1781564.4531331952,1829224.2364064457
2024-08-05,1326953.026044057,1277982.4666220066,1002790.3241358469,981923.5786129768,1075038.6274961315,1187145.4504197866,1146334.655527364,1114321.7077243906,1327127.8695052017,1146334.655527364,1243524.2085899303,1725051.9960715945,1772268.500264911
2024-08-06,1326953.026044057,1265524.4734461624,993014.9513579182,972351.6184640281,1075038.6274961315,1175572.9521216247,1155967.0111984855,1121911.0965787033,1342687.9591968888,1155967.0111984855,1239903.6298472139,1732657.7364901404,1775445.5346256373
2024-08-07,1326953.026044057,1281341.2392919646,1005425.8413063668,984504.2541433305,1075038.6274961315,1190265.4867256638,1149479.014378992,1118680.8891115033,1334296.6507974318,1149479.014378992,1233467.205282059,1739694.0298105404,1748787.090258968
2024-08-08,1326953.026044057,1302654.178597698,1022149.3957156664,1000879.8134177574,1075038.6274961315,1210063.5352847741,1172475.217757862,1135873.4668168828,1375290.5834659855,1172475.217757862,1248880.330658518,1761427.5730974767,1806552.5953643569
2024-08-09,1326953.026044057,1302654.178597698,1036189.5144604364,1014627.7757885512,1075038.6274961315,1226684.8196051735,1175657.2990426542,1138029.793709176,1378796.2519478824,1175657.2990426542,1250968.4407307298,1770794.5370496155,1811968.9303007408
2024-08-12,1326953.026044057,1302654.178597698,1042371.000187656,1020680.6329415628,1075038.6274961315,1234002.722940776,1166583.9364642233,1129859.941193333,1373523.482761556,1166583.9364642233,1241939.4901575549,1762973.0149235828,1803418.6322811584
2024-08-13,1326953.026044057,1302654.178597698,1060292.516947192,1038229.2265479686,1075038.6274961315,1255218.96982074,1183671.4743595596,1143661.6445376915,1403592.3569201725,1183671.4743595596,1259765.934594425,1794524.7247753628,1837841.6207983985
2024-08-14,1326953.026044057,1302654.178597698,1062448.8491776173,1040340.6883455308,1075038.6274961315,1257771.7267982755,1183369.0539740045,1145128.3652458813,1404445.3383029944,1183369.0539740045,1256317.5824723586,1790902.9064436073,1837002.3954550948
2024-08-15,1326953.026044057,1302654.178597698,1076824.3973804535,1054417.1003292785,1075038.6274961315,1274790.1066485136,1197049.0517349488,1156692.6635996422,1434514.1431726243,1197049.0517349488,1273311.0267156763,1835529.7165808813,1855861.3304675024
2024-08-16,1334806.5661145386,1302654.178597698,1083197.557083711,1060657.6429754072,1075038.6274961315,1282334.9217154528,1201468.137090516,1159515.1394212833,1438201.268083362,1201468.137090516,1281081.9328863944,1848100.0361415804,1872947.17360878
2024-08-19,1333861.7793391421,1302654.178597698,1082430.8611795595,1059906.9010029403,1075038.6274961315,1281427.2747901066,1212280.7203112838,1169078.0585903898,1454685.2362898057,1212280.7203112838,1288684.6204451371,1873270.9195260683,1889159.8184691544
2024-08-20,1337522.8280938028,1302654.178597698,1085401.8078081456,1062816.026146248,1075038.6274961315,1284944.4066258224,1211686.9241658696,1168647.4517737068,1450012.4511570677,1211686.9241658696,1287818.6016546558,1859413.0063764625,1880086.7978461713
2024-08-21,1336873.2871857178,1302654.178597698,1085401.8078081456,1062299.8910401776,1075038.6274961315,1284320.3993646472,1218259.8744864988,1174636.8155064997,1463213.524198815,1218259.8744864988,1291433.0163019379,1863670.5825582712,1887626.9513242203
2024-08-22,1325831.091748274,1302654.178597698,1085401.8078081456,1053525.5942369746,1075038.6274961315,1273712.2759246654,1212761.629656009,1170866.0947891525,1444656.8427541621,1212761.629656009,1280119.3186037084,1841100.0819642532,1851571.3028127477
2024-08-23,1339471.4508180576,1302654.178597698,1085401.8078081456,1064364.4314644607,1075038.6274961315,1286816.428409349,1220101.296683523,1177075.9513860825,1461652.030861997,1220101.296683523,1288998.0269216655,1861944.9809629614,1857864.869016938
2024-08-26,1341479.1227157747,1302654.178597698,1085401.8078081456,1064364.4314644607,1075038.6274961315,1288745.178125709,1211940.869249768,1173680.78941525,1448817.7816987452,1211940.869249768,1284393.5722795373,1830497.854195063,1827397.426582919
2024-08-27,1346498.3024600674,1302654.178597698,1085401.8078081456,1064364.4314644607,1075038.6274961315,1293567.0524166098,1216919.2692411817,1176827.5136024356,1452787.932535275,1216919.2692411817,1293647.7838830585,1859148.4241033662,1847695.2971516775
2024-08-28,1337404.7297468784,1302654.178597698,1085401.8078081456,1064364.4314644607,1075038.6274961315,1284830.9507601543,1209828.5808725373,1171697.602340251,1437727.6720642757,1209828.5808725373,1278997.9207977157,1832464.663321541,1827611.3221753514
2024-08-29,1356890.9569894262,1302654.178597698,1085401.8078081456,1064364.4314644607,1075038.6274961315,1303551.1685954165,1213600.2282487638,1173754.5257514461,1444881.657712849,1213600.2282487638,1290394.0500803485,1840417.3622135592,1841008.0593521502
2024-08-30,1352226.072285907,1302654.178597698,1081670.2815094886,1064364.4314644607,1075038.6274961315,1299069.6619015203,1217967.2257730132,1179776.8642820586,1459730.6833479796,1217967.2257730132,1288003.7976240437,1852260.8499780851,1830969.0137704597
2024-09-03,1315438.4372189152,1302654.178597698,1052243.1817112174,1064364.4314644607,1075038.6274961315,1263728.159745859,1202621.590914669,1170884.2834635694,1421870.9974438192,1202621.590914669,1244425.5727270162,1758091.3031570064,1799232.1965796938
2024-09-04,1304100.9959141598,1302654.178597698,1043174.155770177,1064364.4314644607,1075038.6274961315,1252836.3966417063,1204510.5379067983,1174150.6369896021,1419238.6241784485,1204510.5379067983,1242212.0889280103,1751187.4548014323,1794816.7392599538
2024-09-05,1313135.5194538867,1302654.178597698,1050401.0358169435,1064364.4314644607,1075038.6274961315,1261515.7703653278,1197772.6018575479,1167758.815007466,1412065.3046816292,1197772.6018575479,1239312.1879621933,1742869.1563806129,1790739.6349863033
2024-09-06,1303923.848393773,1302654.178597698,1043032.4522398483,1064364.4314644607,1075038.6274961315,1252666.212843204,1181649.5657087073,1154127.9056434303,1384949.0820798837,1181649.5657087073,1221348.4114104465,1708852.0103912624,1760087.8733252352
2024-09-09,1304455.2909549335,1302654.178597698,1043457.5628308345,1064364.4314644607,1075038.6274961315,1253176.764238711,1200547.9850610914,1170175.9934469652,1406242.5516682542,1200547.9850610914,1249961.5854285816,1745250.398450614,1808658.715396841
2024-09-10,1299731.3570779522,1297936.7672406833,1039678.8020220678,1064364.4314644607,1075038.6274961315,1248638.529611981,1205196.8726647624,1173658.0783238679,1411082.733811088,1205196.8726647624,1250500.2164793436,1750689.9578503151,1825997.4097430585
2024-09-11,1314788.89631083,1312973.5159411682,1051723.602100012,1064364.4314644607,1075038.6274961315,1263104.1524846833,1216795.7411244535,1178587.8843481457,1431522.2705260427,1216795.7411244535,1272152.434245062,1787742.3957263082,1837430.1910770503
2024-09-12,1315438.4372189152,1312973.5159411682,1052243.1817112174,1064364.4314644607,1075038.6274961315,1263728.159745859,1228503.9382856828,1188312.1712463654,1442228.6616515678,1228503.9382856828,1293459.3452799737,1825379.9401303986,1872879.8233949903
2024-09-13,1313844.1095354338,1312973.5159411682,1050967.8499382585,1064364.4314644607,1075038.6274961315,1262196.5055593373,1234507.2462209552,1193045.2026462534,1456268.6395820184,1234507.2462209552,1306657.0510806656,1858514.5640369116,1886907.7081969746
2024-09-16,1313844.1095354338,1312973.5159411682,1021776.9226905352,1064364.4314644607,1075038.6274961315,1227138.6430678465,1236245.1124365323,1195226.855924447,1457259.436005699,1236245.1124365323,1305675.8348729273,1849510.0066496907,1900782.7860577505
2024-09-17,1313844.1095354338,1315826.2228221425,1023996.9446656856,1064364.4314644607,1075038.6274961315,1229804.8559110507,1231068.1765899826,1188440.2087089962,1457010.5597393482,1231068.1765899826,1313800.5347616982,1846032.5301853484,1906253.0716919263
2024-09-18,1313844.1095354338,1339497.6203451203,1042418.4036084237,1083512.091793403,1075038.6274961315,1251928.7497163604,1227370.2562552702,1184469.358924156,1451528.158526497,1227370.2562552702,1310511.435407825,1846427.8234621857,1901302.049881347
2024-09-19,1313844.1095354338,1339497.6203451203,1081056.232878064,1123673.0819192359,1075038.6274961315,1298332.1987746768,1245223.1110364103,1197059.4445415994,1481959.0075583034,1245223.1110364103,1331452.2523771657,1864193.2678421657,1947620.3203766597
2024-09-20,1309997.9280639053,1339497.6203451203,1077891.5207007218,1120383.6120678533,1075038.6274961315,1294531.4272747901,1248098.5550436652,1197217.7021509812,1479612.3661640703,1248098.5550436652,1328307.5463993794,1860183.1138398135,1952271.8070808938
2024-09-23,1300066.743070257,1339497.6203451203,1069719.9504517636,1111889.9063321943,1075038.6274961315,1284717.494894486,1251725.6564777351,1200951.6823454497,1484501.443670206,1251725.6564777351,1332977.628848263,1873768.3602990166,1970280.347457095
2024-09-24,1300066.743070257,1339497.6203451203,1073971.0563616264,1116308.597177335,1075038.6274961315,1289823.0088495575,1252763.9760210933,1200699.6552254027,1489864.6916696317,1252763.9760210933,1333405.2011612733,1879140.9941642124,1975027.043375916
2024-09-25,1294348.8966390204,1339497.6203451203,1069247.6053506678,1111398.9406827344,1075038.6274961315,1284150.2155661448,1250396.6246909262,1196760.7934483,1486862.4483197045,1250396.6246909262,1342051.678183495,1889023.2901777592,1985610.4901096188
2024-09-26,1294348.8966390204,1339497.6203451203,1074679.57401327,1117045.045651525,1075038.6274961315,1290673.9278420697,1257658.882345443,1202701.2169330006,1503378.196191059,1257658.882345443,1344848.7286999011,1889134.3387885767,1987934.1715413257
2024-09-27,1295884.9119435763,1339497.6203451203,1075954.9057862288,1118370.6529050672,1075038.6274961315,1292205.5820285908,1253388.934238209,1200389.739420967,1501044.6120273215,1253388.934238209,1349593.4320656664,1883987.611589626,1989924.3591666361
2024-09-30,1295884.9119435763,1339497.6203451203,1100564.0855533225,1143949.9632419362,1075038.6274961315,1321760.8350351714,1256124.9531540552,1203648.981033807,1501152.3830727693,1256124.9531540552,1342341.7227262917,1896295.7908159415,1990693.9568713068
2024-10-01,1258120.712149169,1339497.6203451203,1068491.8531889145,1110613.3956435984,1043710.2486090125,1283242.5686407986,1244139.8120269564,1195000.9716952904,1486507.208752608,1244139.8120269564,1325991.2505259062,1878528.838294132,1974629.5439641662
2024-10-02,1261290.9027062843,1339497.6203451203,1071184.2202651608,1113411.8998455205,1046340.1714316424,1286476.060812344,1244549.810004745,1194451.776430916,1490697.2723805388,1244549.810004745,1327597.239364046,1883557.8112682065,1990806.346284423
2024-10-03,1255117.3737266387,1339497.6203451203,1065941.1896429968,1107962.1811365138,1041218.7427770471,1280179.2602677557,1242309.2341732928,1189575.3413433232,1487117.6726935317,1242309.2341732928,1334391.579139444,1883564.304808043,2000200.836392354
2024-10-04,1261402.1374626744,1339497.6203451203,1071278.68928538,1113510.0929754127,1046432.449425419,1286589.5166780124,1256673.918553909,1197587.7810084005,1503743.7936246921,1256673.918553909,1366169.3330745492,1915541.4241331583,2047703.2468076288
2024-10-07,1232981.6572050275,1339497.6203451203,1047141.8546193822,1088421.7482880035,1022855.4220155252,1257601.542999773,1244687.7415395668,1184853.1378819142,1489593.9865085562,1244687.7415395668,1359474.9503983702,1891173.2441427168,2040109.8666164703
2024-10-08,1255673.547508589,1339497.6203451203,1066413.5347440927,1108453.146785974,1041680.1327459296,1280746.539596097,1260315.5264949373,1198009.1009627709,1506978.0396232626,1260315.5264949373,1386731.9823977016,1928166.8999347063,2078445.0954181587
2024-10-09,1276641.299088105,1339497.6203451203,1084220.945055406,1126962.5517706182,1059074.5345727983,1302132.9702745632,1271009.4458750274,1207895.5890040046,1519737.708755949,1271009.4458750274,1380384.0083506403,1947921.0840763743,2087259.0008497906
2024-10-10,1273860.430178355,1339497.6203451203,1081859.219549927,1124507.7235233178,1056767.584728386,1299296.5736328568,1268987.76261564,1204670.8017846155,1517772.0512085164,1268987.76261564,1372350.5382230612,1962524.556699886,2080796.995633712
2024-10-11,1265573.4408272996,1339497.6203451203,1074821.2775435988,1117192.335346363,1049892.8741920374,1290844.1116405718,1282446.1757554132,1216049.2231738693,1533285.333395912,1282446.1757554132,1406539.7205829576,1955130.2422005318,2109344.501650159
2024-10-14,1286429.9576504258,1339497.6203451203,1092534.218834693,1135603.5472011154,1067194.9980251295,1312117.0864533698,1290933.8701146801,1224195.303631453,1543598.928871187,1290933.8701146801,1388953.1240490929,1956474.4213055167,2102486.639550331
2024-10-15,1300612.3890901515,1339497.6203451203,1104579.0189126371,1148123.1712623467,1078960.4422316323,1326582.7093260721,1274173.1526399718,1216795.1712962792,1522481.1809815962,1274173.1526399718,1347918.953787646,1950268.3943620773,2073881.553513386
2024-10-16,1289099.5918037859,1339497.6203451203,1094801.4753199532,1137960.1823185235,1069409.6698757655,1314840.0272294078,1278326.0201528189,1220439.6538313555,1525639.195340957,1278326.0201528189,1366234.7382955598,1967395.017808303,2090143.0041875986
2024-10-17,1291157.434797001,1339497.6203451203,1096549.1521940078,1139776.7552215257,1071116.8127606306,1316938.9607442706,1275258.2741105938,1217679.7409256438,1522815.869309849,1275258.2741105938,1360832.5794364235,1949484.0395809491,2074445.538767905
2024-10-18,1307008.387582577,1339497.6203451203,1110010.9875752393,1153769.2762311373,1084266.4268737806,1333106.4216019968,1285322.9882968052,1226853.823572933,1533736.8594700852,1285322.9882968052,1382067.1415467015,1957634.2182512747,2095094.9154316834
2024-10-21,1315239.7595554374,1339497.6203451203,1117001.695071458,1161035.5678431462,1091094.998413241,1341502.1556614477,1282657.7074856132,1222219.8386234606,1527444.1672668783,1282657.7074856132,1400640.26833943,1973673.4448271538,2124044.693438587
2024-10-22,1311791.4821073473,1339497.6203451203,1114073.1554446637,1157991.580816494,1088234.3806061698,1337985.0238257318,1281009.5600865353,1220977.7507065749,1527801.127574192,1281009.5600865353,1399074.6380712679,1993613.11630293,2118325.340979449
2024-10-23,1283426.6192278955,1339497.6203451203,1089983.5552887754,1132952.3326940308,1064703.4921931643,1309053.7780803267,1262734.2373783349,1207628.370689657,1509576.5900709885,1262734.2373783349,1372640.9171073644,1970884.9069961386,2091731.1219027939
2024-10-24,1282369.8890421905,1339497.6203451203,1089086.0995966934,1132019.4979600569,1063826.8512522876,1307975.9473564783,1272180.4282633357,1210920.9034974033,1518094.4653111561,1272180.4282633357,1393977.9341387958,2000508.6817085024,2122151.465079495
2024-10-25,1287041.7488105707,1339497.6203451203,1093053.7984458983,1136143.6094155214,1067702.5269909003,1312741.093714545,1277627.7510708144,1213328.276381179,1523148.4440854078,1277627.7510708144,1402633.1612436012,2009288.0304622094,2120145.0486368295
2024-10-28,1298109.6070713764,1339497.6203451203,1102453.4659577059,1145913.8258397765,1076884.1873716612,1324029.9523485363,1282161.2298020672,1215518.7993416921,1525733.5018976806,1282161.2298020672,1417811.9284502955,2028943.5353638967,2149376.717550704
2024-10-29,1299611.2762826416,1339497.6203451203,1103728.7977306645,1147239.4330933185,1078129.9402876438,1325561.6065350578,1291350.5306132261,1221223.3232593327,1535278.612530996,1291350.5306132261,1420386.3623703697,2012577.4086750273,2157239.5373105984
2024-10-30,1279755.8722670253,1339497.6203451203,1086866.0776215428,1129711.9594075945,1061658.3183985401,1305309.7345132742,1280674.0909573638,1215917.390592253,1525145.8035480017,1280674.0909573638,1391584.4318861982,1990885.480243427,2121645.608808614
2024-10-31,1256452.190803319,1339497.6203451203,1067074.8178856268,1109140.498695218,1042326.078702365,1281540.730655775,1259966.0244775547,1202357.3456901726,1500279.792777154,1259966.0244775547,1364592.2884201626,1971722.7555836644,2067564.0893779509
2024-11-01,1239766.977344818,1321709.594755127,1052904.4648527515,1094411.5292114164,1028484.3796358912,1264522.3508055366,1266974.5436821557,1207451.6897597574,1510416.4045709458,1266974.5436821557,1380168.6132610566,1954594.5631131975,2104047.520689199
2024-11-04,1239766.977344818,1316373.187078129,1048653.358942889,1089992.8383662757,1024331.8699159491,1259416.836850465,1263839.2644210064,1207494.3055855006,1507240.026657362,1263839.2644210064,1372243.4257254002,1953360.7344434573,2052769.8050591818
2024-11-05,1247808.346865905,1324911.4393613257,1055455.128398669,1097062.7437185005,1024331.8699159491,1267585.6591785795,1281790.0759066688,1221553.6112451984,1526864.279228211,1281790.0759066688,1400411.5365324216,2006694.3872842016,2143282.900444118
2024-11-06,1247808.346865905,1320583.0198010942,1052007.0091606693,1093478.6944774422,1024331.8699159491,1263444.5200816882,1327324.5756729504,1261877.2529502492,1569354.7562840874,1327324.5756729504,1471440.344710646,2090219.5910671507,2273094.6622538245
2024-11-07,1247808.346865905,1348806.68707055,1074490.6359728316,1116848.659391741,1024331.8699159491,1290447.016110733,1350119.19620802,1277750.0258477167,1595028.2595104182,1350119.19620802,1547184.4661087804,2197329.000612365,2420961.2257191613
2024-11-08,1247808.346865905,1348806.68707055,1072034.4414471334,1114295.6380145487,1024331.8699159491,1287497.1636033582,1362375.3552219626,1288601.6068784501,1605152.7671015067,1362375.3552219626,1627272.4586365316,2365058.3835553546,2491660.8901902274
2024-11-11,1247808.346865905,1348806.68707055,1059139.4201872167,1100892.275784289,1024331.8699159491,1272010.4379396413,1375133.1643055691,1298279.8331390696,1611565.495588274,1375133.1643055691,1694906.4996990142,2457958.8356010495,2605102.6143615767
2024-11-12,1247808.346865905,1348806.68707055,1059139.4201872167,1100892.275784289,1024331.8699159491,1272010.4379396413,1374362.9109930943,1299847.1810395087,1607522.615403419,1374362.9109930943,1691215.306335675,2450665.2419696646,2587425.5720181316
2024-11-13,1247808.346865905,1354160.2880672622,1063343.2915869697,1105261.8700644837,1024331.8699159491,1277059.2239618788,1375129.984308761,1301646.7590288455,1605158.034568308,1375129.984308761,1685250.077545766,2453944.545490398,2586483.5314904037
